movies,Title,genresgenregenre,YEAR,Rating
53550,Rescue Dawn,Action|Adventure|Drama|War,2006,1
54328,My Best Friend (Mon meilleur ami),Comedy,2006,8
54372,Tell No One (Ne le dis à personne),Crime|Drama|Mystery|Thriller,2006,7
54426,12:08 East of Bucharest (A fost sau n-a fost?),Comedy|Drama,2005,8
54910,Behind the Mask: The Rise of Leslie Vernon,Comedy|Horror|Thriller,2005,3
55156,"Unreasonable Man, An",Documentary,2006,10
55167,Tekkonkinkreet (Tekkon kinkurîto),Action|Adventure|Animation|Crime|Fantasy,2005,8
55684,"City of Violence, The (Jjakpae)",Action|Crime|Drama,2005,8
56003,Southland Tales,Comedy|Drama|Sci-Fi|Thriller,2006,2
56715,Wristcutters: A Love Story,Drama|Fantasy|Romance,2005,5
56869,Drained (O cheiro do Ralo),Comedy,2005,4
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo)",Animation|Comedy|Drama|Romance|Sci-Fi,2006,8
57972,Deep Water,Documentary,2005,9
57980,"Art of Negative Thinking, The (Kunsten å tenke negativt)",Comedy|Drama,2006,7
58347,Penelope,Comedy|Fantasy|Romance,2006,4
59273,Delirious,Comedy|Drama,2006,8
59387,"Fall, The",Adventure|Drama|Fantasy,2005,4
59519,Reprise,Drama,2006,8
59684,Lake of Fire,Documentary,2005,9
60086,Boy Culture,Drama,2005,5
60137,"Rape of Europa, The",Documentary,2005,1
60609,Death Note,Adventure|Crime|Drama|Horror|Mystery,2005,8
61646,DarkBlueAlmostBlack (Azuloscurocasinegro),Drama|Romance,2006,3
63515,The Island,Drama|Mystery,2005,6
64153,"Devil's Chair, The",Horror,2006,3
64278,"Pervert's Guide to Cinema, The",Documentary,2005,9
64321,"Friend of Mine, A (Ein Freund von mir)",Comedy|Drama,2006,6
64660,Waiter (Ober),Comedy,2005,2
65310,Poultrygeist: Night of the Chicken Dead,Comedy|Horror|Musical,2005,10
69720,Hood of Horror,Comedy|Drama|Horror,2005,4
70678,Huhwihaji Anha (No Regret),Drama,2006,5
70762,"Curiosity of Chance, The",Comedy,2005,3
72781,Red Chapel (Røde kapel),Comedy|Documentary,2005,1
73759,Hellsing Ultimate OVA Series,Action|Animation|Horror,2005,3
74152,Zach Galifianakis: Live at the Purple Onion,Comedy|Documentary,2005,2
78101,Life After Tomorrow,Documentary,2005,7
78122,Peter & the Wolf,Animation|Musical,2006,6
79029,Kurt Cobain About a Son,Documentary|Musical,2005,9
79163,Swedish Auto,Drama|Romance,2005,5
85612,Eden,Drama|Romance,2006,6
91355,Asterix and the Vikings (Astérix et les Vikings),Adventure|Animation|Children|Comedy|Fantasy,2005,1
92496,"Dylan Moran: Like, Totally",Comedy,2005,9
107555,Fireworks Wednesday (Chaharshanbe-soori),Drama|Mystery|Romance,2005,4
130960,The Conrad Boys,Drama,2006,1
140755,Long-Term Relationship,Comedy|Romance,2005,10
49910,Freedom Writers,Drama,2007,2
50162,Arthur and the Invisibles,Action|Children|Fantasy,2007,9
50442,Alpha Dog,Crime|Drama,2007,9
50445,"Hitcher, The",Action|Horror|Thriller,2006,8
50601,Bridge to Terabithia,Adventure|Children|Fantasy,2007,6
50685,Waitress,Comedy|Drama|Romance,2007,5
50798,Epic Movie,Adventure|Comedy,2006,4
50802,Because I Said So,Comedy|Drama|Romance,2006,9
50804,Hannibal Rising,Drama|Horror|Thriller,2007,4
50806,Norbit,Comedy|Romance,2007,5
50872,Ratatouille,Animation|Children|Drama,2007,4
50923,"Astronaut Farmer, The",Drama,2006,5
51077,Ghost Rider,Action|Fantasy|Thriller,2006,3
51080,Breach,Drama|Thriller,2007,10
51084,Music and Lyrics,Comedy|Romance,2007,4
51086,"Number 23, The",Drama|Mystery|Thriller,2006,1
51088,Reno 911!: Miami,Comedy,2007,8
51255,Hot Fuzz,Action|Comedy|Crime|Mystery,2006,2
51412,Next,Action|Sci-Fi|Thriller,2006,1
51540,Zodiac,Crime|Drama|Thriller,2006,2
51575,Wild Hogs,Adventure|Comedy,2007,6
51662,300,Action|Fantasy|War|IMAX,2006,7
51698,"Last Mimzy, The",Adventure|Children|Sci-Fi,2006,4
51834,Becoming Jane,Drama|Romance,2006,2
51925,Premonition,Drama|Fantasy|Mystery|Thriller,2006,7
51927,Dead Silence,Horror|Mystery|Thriller,2007,7
51931,Reign Over Me,Drama,2007,10
51935,Shooter,Action|Drama|Thriller,2007,7
51937,"Hills Have Eyes II, The",Horror|Thriller,2006,9
51939,TMNT (Teenage Mutant Ninja Turtles),Action|Adventure|Animation|Children|Comedy|Fantasy,2006,4
52241,"Lookout, The",Crime|Drama|Thriller,2006,6
52245,Blades of Glory,Comedy|Romance,2007,2
52281,Grindhouse,Action|Crime|Horror|Sci-Fi|Thriller,2006,8
52287,Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2006,2
52328,Sunshine,Adventure|Drama|Sci-Fi|Thriller,2006,5
52456,Perfect Stranger,Crime|Drama|Mystery|Thriller,2007,4
52458,Disturbia,Drama|Thriller,2007,10
52460,Pathfinder,Action|Adventure|Drama|Thriller|War,2007,10
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters,Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,2006,1
52579,"Vie en Rose, La (Môme, La)",Drama|Musical,2006,8
52604,Fracture,Crime|Drama|Mystery|Thriller,2007,2
52644,Vacancy,Horror|Thriller,2006,3
52668,In the Land of Women,Comedy|Drama|Romance,2006,10
52694,Mr. Bean's Holiday,Comedy,2006,1
52712,"Invisible, The",Crime|Drama|Fantasy|Mystery|Thriller,2006,5
52717,"Condemned, The",Action|Adventure|Crime|Thriller,2006,4
52722,Spider-Man 3,Action|Adventure|Sci-Fi|Thriller|IMAX,2006,7
52973,Knocked Up,Comedy|Drama|Romance,2007,3
52975,Hairspray,Comedy|Drama|Musical,2007,1
53000,28 Weeks Later,Horror|Sci-Fi|Thriller,2007,8
53121,Shrek the Third,Adventure|Animation|Children|Comedy|Fantasy,2007,8
53125,Pirates of the Caribbean: At World's End,Action|Adventure|Comedy|Fantasy,2007,6
53129,Mr. Brooks,Crime|Drama|Thriller,2007,1
53133,Gracie,Drama,2007,5
53189,Eagle vs Shark,Comedy,2006,10
53322,Ocean's Thirteen,Crime|Thriller,2006,9
53435,Hostel: Part II,Crime|Horror|Thriller,2007,7
53447,Paranoid Park,Crime|Drama,2006,9
53460,Surf's Up,Animation|Children|Comedy,2007,7
53464,Fantastic Four: Rise of the Silver Surfer,Action|Adventure|Sci-Fi,2007,2
53466,Nancy Drew,Adventure|Crime|Thriller,2006,1
53519,Death Proof,Action|Adventure|Crime|Horror|Thriller,2006,8
53894,Sicko,Documentary|Drama,2007,6
53953,1408,Drama|Horror|Thriller,2006,9
53956,Death at a Funeral,Comedy,2006,2
53972,Live Free or Die Hard,Action|Adventure|Crime|Thriller,2007,3
53974,License to Wed,Comedy|Romance,2006,7
53993,Evan Almighty,Comedy|Fantasy,2006,2
53996,Transformers,Action|Sci-Fi|Thriller|IMAX,2006,2
53999,Captivity,Crime|Thriller,2006,4
54001,Harry Potter and the Order of the Phoenix,Adventure|Drama|Fantasy|IMAX,2007,9
54004,I Now Pronounce You Chuck and Larry,Comedy|Romance,2006,1
54190,Across the Universe,Drama|Fantasy|Musical|Romance,2007,1
54256,Hot Rod,Comedy,2007,10
54259,Stardust,Adventure|Comedy|Fantasy|Romance,2006,8
54270,Skinwalkers,Horror|Thriller,2006,10
54272,"Simpsons Movie, The",Animation|Comedy,2006,9
54276,No Reservations,Comedy|Drama|Romance,2007,10
54281,Charlie Bartlett,Comedy|Drama,2006,8
54286,"Bourne Ultimatum, The",Action|Crime|Thriller,2006,2
54290,Bratz: The Movie,Comedy,2007,3
54331,You Kill Me,Comedy|Crime|Thriller,2006,4
54503,Superbad,Comedy,2007,4
54513,Talk to Me,Drama,2007,2
54648,Rush Hour 3,Action|Comedy|Crime|Thriller,2006,8
54732,Balls of Fury,Comedy,2006,3
54734,Sydney White,Comedy,2007,8
54736,"Kingdom, The",Action|Drama|Thriller,2007,1
54745,Rocket Science,Comedy|Drama,2007,5
54768,Daddy Day Camp,Children|Comedy,2007,4
54771,"Invasion, The",Action|Drama|Horror|Sci-Fi|Thriller,2006,2
54775,War,Action|Thriller,2006,3
54780,"Nanny Diaries, The",Comedy|Drama|Romance,2007,2
54785,Halloween,Horror,2007,4
54787,Death Sentence,Drama|Thriller,2006,10
54881,"King of Kong, The",Documentary,2007,9
54995,Planet Terror,Action|Horror|Sci-Fi,2006,10
54997,3:10 to Yuma,Action|Crime|Drama|Western,2006,2
54999,Shoot 'Em Up,Action|Comedy|Crime,2006,5
55052,Atonement,Drama|Romance|War,2006,3
55063,My Winnipeg,Documentary|Fantasy,2006,4
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",Drama,2006,8
55071,No End in Sight,Documentary,2007,8
55094,In the Valley of Elah,Drama|Mystery,2007,6
55100,I Could Never Be Your Woman,Comedy|Romance,2007,4
55110,December Boys,Drama,2007,10
55116,"Hunting Party, The",Action|Adventure|Comedy|Drama|Thriller,2007,4
55118,Eastern Promises,Crime|Drama|Thriller,2007,6
55232,Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,2006,4
55245,Good Luck Chuck,Comedy|Romance,2007,6
55247,Into the Wild,Action|Adventure|Drama,2007,2
55250,"Game Plan, The",Comedy,2007,7
55253,"Lust, Caution (Se, jie)",Drama|Romance|Thriller|War,2006,2
55259,"Seeker: The Dark Is Rising, The",Action|Adventure|Drama|Fantasy,2006,10
55261,"Heartbreak Kid, The",Comedy|Drama|Romance,2006,1
55267,Dan in Real Life,Comedy|Drama|Romance,2006,1
55269,"Darjeeling Limited, The",Adventure|Comedy|Drama,2006,1
55272,We Own the Night,Crime|Drama,2007,1
55274,Elizabeth: The Golden Age,Drama,2007,7
55276,Michael Clayton,Drama|Thriller,2007,3
55280,Lars and the Real Girl,Comedy|Drama,2006,1
55282,30 Days of Night,Horror|Thriller,2007,5
55290,Gone Baby Gone,Crime|Drama|Mystery,2006,1
55294,Weirdsville,Comedy|Crime|Drama,2006,10
55363,"Assassination of Jesse James by the Coward Robert Ford, The",Crime|Drama|Western,2007,1
55417,Irina Palm,Drama,2006,6
55442,Persepolis,Animation|Drama,2007,5
55444,Control,Drama,2007,10
55451,The Jane Austen Book Club,Comedy|Drama|Romance,2006,10
55498,Silk,Adventure|Drama|Romance,2007,1
55555,"Edge of Heaven, The (Auf der anderen Seite)",Drama,2007,6
55566,Tyler Perry's Why Did I Get Married?,Comedy|Drama,2007,6
55577,Saw IV,Crime|Horror|Thriller,2006,5
55687,My Kid Could Paint That,Documentary,2006,5
55721,Elite Squad (Tropa de Elite),Action|Crime|Drama|Thriller,2006,1
55732,Martian Child,Comedy|Drama,2006,9
55765,American Gangster,Crime|Drama|Thriller,2006,8
55768,Bee Movie,Animation|Comedy,2007,1
55805,Before the Devil Knows You're Dead,Crime|Drama|Thriller,2007,5
55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)",Drama,2006,6
55820,No Country for Old Men,Crime|Drama,2007,9
55851,Crazy Love,Documentary,2007,9
55872,August Rush,Drama|Musical,2007,3
55908,"Man from Earth, The",Drama|Sci-Fi,2007,10
55946,Lions For Lambs,Drama|Thriller|War,2007,3
55995,Beowulf,Action|Adventure|Animation|Fantasy|IMAX,2007,5
55999,Mr. Magorium's Wonder Emporium,Children|Comedy|Fantasy,2006,8
56030,Darfur Now,Documentary,2007,4
56069,Murder Party,Comedy|Drama|Horror|Thriller,2006,9
56079,Smiley Face,Comedy,2006,10
56095,XXY,Drama,2007,3
56145,"Mist, The",Horror|Sci-Fi,2007,5
56152,Enchanted,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,2007,3
56156,Hitman,Action|Crime|Thriller,2007,10
56169,Awake,Drama|Thriller,2006,5
56171,"Golden Compass, The",Adventure|Children|Fantasy,2007,1
56174,I Am Legend,Action|Horror|Sci-Fi|Thriller|IMAX,2007,8
56176,Alvin and the Chipmunks,Children|Comedy,2007,4
56251,Futurama: Bender's Big Score,Animation|Comedy|Sci-Fi,2006,5
56274,Margot at the Wedding,Drama,2006,6
56286,I'm Not There,Drama,2006,3
56333,"Savages, The",Comedy|Drama,2007,4
56336,Wrong Turn 2: Dead End,Action|Horror|Thriller,2006,10
56339,"Orphanage, The (Orfanato, El)",Drama|Horror|Mystery|Thriller,2007,2
56367,Juno,Comedy|Drama|Romance,2007,5
56563,Helvetica,Documentary,2007,8
56587,"Bucket List, The",Comedy|Drama,2006,5
56607,"Kite Runner, The",Drama,2006,4
56633,Butterfly on a Wheel (Shattered),Crime|Drama|Thriller,2007,7
56757,Sweeney Todd: The Demon Barber of Fleet Street,Drama|Horror|Musical|Thriller,2007,7
56775,National Treasure: Book of Secrets,Action|Adventure,2006,4
56782,There Will Be Blood,Drama|Western,2007,3
56788,Charlie Wilson's War,Comedy|Drama|War,2007,5
56801,AVPR: Aliens vs. Predator - Requiem,Action|Horror|Sci-Fi,2006,6
56805,Walk Hard: The Dewey Cox Story,Comedy|Musical,2007,8
56885,"Great Debaters, The",Drama,2006,7
56908,Dedication,Comedy|Drama|Romance,2006,7
56915,"Water Horse: Legend of the Deep, The",Adventure|Children|Fantasy,2006,3
56921,Battlestar Galactica: Razor,Action|Drama|Sci-Fi|Thriller,2006,2
56941,P.S. I Love You,Comedy|Drama|Romance,2006,6
57223,D-War (Dragon Wars),Action|Adventure|Drama|Fantasy,2006,2
57243,"Band's Visit, The (Bikur Ha-Tizmoret)",Comedy|Drama,2006,5
57274,[REC],Drama|Horror|Thriller,2007,10
57353,Flawless,Crime|Drama,2007,10
57401,Cleaner,Crime|Thriller,2006,3
57453,Arranged,Comedy|Drama|Romance,2007,2
57792,Caramel (Sukkar banat),Comedy,2006,9
57845,Joe Strummer: The Future Is Unwritten,Documentary,2006,1
57910,Teeth,Comedy|Horror,2006,1
58029,It's a Free World...,Drama,2007,1
58191,Taxi to the Dark Side,Documentary,2006,8
58301,Funny Games U.S.,Drama|Thriller,2007,5
58303,"Counterfeiters, The (Die Fälscher)",Crime|Drama|War,2007,9
58306,Mongol,Drama|War,2007,8
58351,City of Men (Cidade dos Homens),Drama,2006,5
58365,Chicago 10,Animation|Documentary,2007,8
58376,Zeitgeist: The Movie,Documentary|War,2007,4
58425,Heima,Documentary,2007,1
58554,"Class, The (Klass)",Drama,2006,6
58706,"Under the Same Moon (Misma luna, La)",Drama,2006,5
58964,Inside (À l'intérieur),Horror|Thriller,2007,2
59018,"Visitor, The",Drama|Romance,2006,3
59141,Son of Rambow,Children|Comedy|Drama,2007,3
59143,Super High Me,Comedy|Documentary,2007,10
59339,Mister Lonely,Comedy|Drama,2006,7
59418,"American Crime, An",Crime,2007,2
59429,American Pie Presents Beta House (American Pie 6: Beta House),Comedy,2007,9
59549,Shelter,Drama|Romance,2006,3
59590,Young at Heart (a.k.a. Young@Heart),Documentary|Musical,2006,3
59721,"Grand, The",Comedy,2007,10
59814,Ex Drummer,Comedy|Crime|Drama|Horror,2006,7
59985,Chaos Theory,Comedy|Drama|Romance,2007,10
59995,Boy A,Crime|Drama,2006,5
60128,Young People Fucking (a.k.a. YPF),Comedy,2007,10
60135,Surfwise,Documentary,2007,9
60295,Up the Yangtze,Documentary,2006,7
60471,Rogue,Action|Adventure|Horror|Sci-Fi|Thriller,2007,6
60857,"Tracey Fragments, The",Drama,2006,10
61123,High School Musical 2,Comedy|Drama|Musical|Romance,2007,3
61206,In the City of Sylvia (En la ciudad de Sylvia),Drama,2006,4
62378,Magicians,Comedy,2007,3
63276,Crows Zero (Kurôzu zero),Action,2006,9
64249,Shrek the Halls,Adventure|Animation|Comedy|Fantasy,2006,8
64695,Sword of the Stranger (Sutorejia: Mukô hadan),Action|Adventure|Animation,2007,9
64990,Pete Seeger: The Power of Song,Documentary,2007,9
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru),Animation|Drama|Romance,2007,8
65037,Ben X,Drama,2006,2
65642,"Timecrimes (Cronocrímenes, Los)",Sci-Fi|Thriller,2006,5
66310,Frontière(s),Drama|Horror|Thriller,2007,9
66427,My Name Is Bruce,Comedy|Horror,2007,2
68884,Shall We Kiss? (Un baiser s'il vous plait),Comedy|Romance,2006,8
68901,Chop Shop,Drama,2006,5
69495,Breakfast with Scot,Drama|Romance,2006,6
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),Action|Animation|Sci-Fi,2006,6
70927,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence),Comedy|Drama,2007,9
71131,"Most Hated Family in America, The",Documentary,2006,3
71318,Terra (a.k.a. Battle for Terra),Adventure|Animation|Sci-Fi,2007,10
73469,Mr. Warmth: The Don Rickles Project,Documentary,2007,6
74508,Persuasion,Drama|Romance,2007,2
74740,Fermat's Room (La habitación de Fermat),Mystery|Thriller,2007,10
78544,Ricky Gervais Live 3: Fame,Comedy,2007,1
79203,Nightwatching,Drama|Mystery,2006,3
80736,"Poughkeepsie Tapes, The",Horror|Mystery|Thriller,2006,1
86377,Louis C.K.: Shameless,Comedy,2007,6
89678,Northanger Abbey,Drama|Romance,2007,6
89870,Clapham Junction,Drama,2007,4
92163,Fados,Documentary|Musical,2007,3
92613,Holding Trevor,Drama|Romance,2006,7
103731,"Angel Named Billy, An",Drama,2006,9
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),Drama,2007,5
115927,Doctor Strange,Action|Animation|Children|Fantasy|Sci-Fi,2007,8
127728,Back Soon,Drama|Romance,2006,4
139130,Afro Samurai,Action|Adventure|Animation|Drama|Fantasy,2006,6
140880,Fashion Victims,Comedy,2007,3
158314,Daniel Tosh: Completely Serious,Comedy,2007,10
53207,88 Minutes,Crime|Drama|Mystery|Thriller,2008,2
55830,Be Kind Rewind,Comedy,2007,10
56949,27 Dresses,Comedy|Romance,2007,4
57326,In the Name of the King: A Dungeon Siege Tale,Action|Adventure|Fantasy,2007,7
57368,Cloverfield,Action|Mystery|Sci-Fi|Thriller,2008,7
57526,Untraceable,Crime|Thriller,2008,6
57528,Rambo (Rambo 4),Action|Drama|Thriller|War,2007,6
57532,Meet the Spartans,Comedy,2008,2
57640,Hellboy II: The Golden Army,Action|Adventure|Fantasy|Sci-Fi,2007,10
57669,In Bruges,Comedy|Crime|Drama|Thriller,2008,2
57951,Fool's Gold,Action|Adventure|Comedy|Romance,2008,9
58025,Jumper,Action|Adventure|Drama|Sci-Fi|Thriller,2008,10
58047,"Definitely, Maybe",Comedy|Drama|Romance,2007,2
58103,Vantage Point,Action|Drama|Thriller,2007,10
58105,"Spiderwick Chronicles, The",Adventure|Children|Drama|Fantasy|IMAX,2007,5
58107,Step Up 2 the Streets,Drama|Musical|Romance,2007,1
58146,Witless Protection,Comedy,2008,9
58154,"Other Boleyn Girl, The",Drama|Romance,2008,5
58156,Semi-Pro,Comedy,2007,2
58293,"10,000 BC",Adventure|Romance|Thriller,2007,7
58295,"Bank Job, The",Action|Crime|Thriller,2008,2
58297,Doomsday,Action|Drama|Sci-Fi|Thriller,2007,1
58299,Horton Hears a Who!,Adventure|Animation|Children|Comedy,2008,9
58315,"Love Guru, The",Comedy,2008,3
58432,What Just Happened,Comedy|Drama,2007,10
58559,"Dark Knight, The",Action|Crime|Drama|IMAX,2008,3
58627,Never Back Down,Action,2007,4
58655,Drillbit Taylor,Comedy,2007,3
58803,21,Crime|Drama|Romance|Thriller,2008,5
58839,Leatherheads,Comedy|Drama|Romance,2007,7
58879,Shine a Light,Documentary|Musical|IMAX,2008,9
58889,"Business of Being Born, The",Documentary,2008,5
58972,Nim's Island,Adventure|Comedy|Fantasy,2007,5
58975,"Ruins, The",Horror|Thriller,2007,4
58998,Forgetting Sarah Marshall,Comedy|Romance,2007,9
59014,Superhero Movie,Action|Comedy|Sci-Fi,2008,1
59016,Street Kings,Crime|Drama|Thriller,2007,9
59022,Harold & Kumar Escape from Guantanamo Bay,Adventure|Comedy,2008,5
59037,Speed Racer,Action|Children|Sci-Fi|IMAX,2007,2
59103,"Forbidden Kingdom, The",Action|Adventure|Comedy|Fantasy,2008,1
59118,Happy-Go-Lucky,Comedy|Drama,2007,7
59126,Religulous,Comedy|Documentary,2008,10
59258,Baby Mama,Comedy,2007,4
59306,Prom Night,Horror|Mystery|Thriller,2008,9
59315,Iron Man,Action|Adventure|Sci-Fi,2007,4
59333,Made of Honor,Comedy|Romance,2008,3
59369,Taken,Action|Crime|Drama|Thriller,2007,6
59392,Stargate: The Ark of Truth,Action|Fantasy|Sci-Fi,2007,9
59421,What Happens in Vegas...,Comedy|Romance,2007,8
59501,"Chronicles of Narnia: Prince Caspian, The",Adventure|Children|Fantasy,2008,5
59594,"War, Inc.",Comedy|Crime|Thriller,2008,4
59615,Indiana Jones and the Kingdom of the Crystal Skull,Action|Adventure|Comedy|Sci-Fi,2008,7
59725,Sex and the City,Comedy|Romance,2008,10
59727,"Strangers, The",Horror|Thriller,2007,1
59731,"Bigger, Stronger, Faster*",Documentary,2007,5
59784,Kung Fu Panda,Action|Animation|Children|Comedy|IMAX,2007,4
59810,Recount,Drama,2008,3
59900,You Don't Mess with the Zohan,Comedy,2008,8
60037,"Happening, The",Drama|Sci-Fi|Thriller,2008,6
60040,"Incredible Hulk, The",Action|Sci-Fi,2007,1
60069,WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,2007,4
60072,Wanted,Action|Thriller,2007,2
60074,Hancock,Action|Adventure|Comedy|Crime|Fantasy,2008,2
60126,Get Smart,Action|Comedy,2008,10
60161,Futurama: The Beast with a Billion Backs,Action|Animation|Comedy|Romance|Sci-Fi,2007,4
60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson,Documentary,2007,4
60293,"Wackness, The",Comedy|Drama|Romance,2007,7
60333,Encounters at the End of the World,Documentary,2007,9
60382,Roman Polanski: Wanted and Desired,Documentary,2008,4
60397,Mamma Mia!,Comedy|Musical|Romance,2007,2
60514,Journey to the Center of the Earth,Action|Adventure|Sci-Fi,2008,3
60516,Meet Dave,Adventure|Children|Comedy|Romance|Sci-Fi,2008,8
60649,Space Chimps,Adventure|Animation|Comedy,2007,7
60674,Stargate: Continuum,Sci-Fi,2007,7
60753,Felon,Crime|Drama,2007,2
60756,Step Brothers,Comedy,2007,9
60760,"X-Files: I Want to Believe, The",Drama|Mystery|Sci-Fi|Thriller,2008,6
60763,American Teen,Documentary,2008,1
60766,Man on Wire,Documentary,2007,3
60832,Pathology,Crime|Horror|Thriller,2007,6
60937,"Mummy: Tomb of the Dragon Emperor, The",Action|Adventure|Fantasy|Thriller,2008,5
60943,Frozen River,Drama,2007,7
60950,Vicky Cristina Barcelona,Comedy|Drama|Romance,2008,3
61024,Pineapple Express,Action|Comedy|Crime,2008,6
61026,Red Cliff (Chi bi),Action|Adventure|Drama|War,2007,5
61071,"Sisterhood of the Traveling Pants 2, The",Adventure|Comedy|Drama|Romance,2008,8
61075,Elegy,Drama|Romance,2008,9
61132,Tropic Thunder,Action|Adventure|Comedy|War,2008,2
61160,Star Wars: The Clone Wars,Action|Adventure|Animation|Sci-Fi,2007,3
61167,Henry Poole is Here,Drama|Mystery,2007,8
61210,Mutant Chronicles,Action|Adventure|Sci-Fi,2007,1
61236,Waltz with Bashir (Vals im Bashir),Animation|Documentary|Drama|War,2008,1
61240,Let the Right One In (Låt den rätte komma in),Drama|Fantasy|Horror|Romance,2007,10
61248,Death Race,Action|Adventure|Sci-Fi|Thriller,2008,9
61250,"House Bunny, The",Comedy,2007,8
61289,Sukiyaki Western Django,Action|Western,2007,7
61323,Burn After Reading,Comedy|Crime|Drama,2007,1
61348,Disaster Movie,Comedy,2008,10
61350,Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,2008,10
61352,Traitor,Crime|Drama|Thriller,2007,1
61357,Trouble the Water,Documentary,2008,10
61361,"Women, The",Comedy|Drama,2007,8
61394,"Onion Movie, The",Comedy,2007,4
61401,"Spirit, The",Action|Comedy|Fantasy|Thriller,2008,5
61465,Bangkok Dangerous,Action|Crime|Thriller,2007,6
61705,Lakeview Terrace,Drama|Thriller,2007,5
61729,Ghost Town,Comedy|Fantasy|Romance,2007,1
62081,Eagle Eye,Action|Crime|Thriller|IMAX,2007,2
62113,How to Lose Friends & Alienate People,Comedy,2008,1
62155,Nick and Norah's Infinite Playlist,Comedy|Drama|Romance,2007,4
62203,Martyrs,Horror,2007,4
62250,Gomorrah (Gomorra),Crime|Drama,2007,9
62344,Rachel Getting Married,Drama|Romance,2008,5
62374,Body of Lies,Action|Drama|Thriller,2007,7
62376,City of Ember,Adventure|Children|Sci-Fi,2007,9
62394,Max Payne,Action|Crime|Drama|Thriller,2008,10
62434,Zack and Miri Make a Porno,Comedy|Drama|Romance,2007,9
62437,W.,Drama,2007,2
62511,"Synecdoche, New York",Comedy|Drama,2007,3
62644,"Wave, The (Welle, Die)",Drama,2008,6
62718,"Angus, Thongs and Perfect Snogging",Comedy|Romance,2008,9
62733,Quarantine,Drama|Horror|Mystery|Thriller,2008,3
62792,Pride and Glory,Crime|Drama,2008,3
62849,RocknRolla,Action|Crime,2007,2
62912,High School Musical 3: Senior Year,Musical,2008,2
62956,Futurama: Bender's Game,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,2007,9
62999,Madagascar: Escape 2 Africa,Action|Adventure|Animation|Children|Comedy|IMAX,2008,1
63062,Changeling,Crime|Drama|Mystery,2008,2
63082,Slumdog Millionaire,Crime|Drama|Romance,2007,5
63113,Quantum of Solace,Action|Adventure|Thriller,2008,9
63131,Role Models,Comedy,2007,5
63179,Tokyo!,Drama,2008,3
63393,Camp Rock,Comedy|Musical|Romance,2008,6
63436,Saw V,Crime|Horror|Thriller,2007,5
63479,Sex Drive,Comedy,2008,2
63481,Soul Men,Comedy|Musical,2008,6
63540,Beverly Hills Chihuahua,Adventure|Children|Comedy,2008,5
63808,"Class, The (Entre les murs)",Drama,2007,8
63826,Splinter,Action|Horror|Thriller,2008,3
63853,Australia,Adventure|Drama|War|Western,2007,5
63859,Bolt,Action|Adventure|Animation|Children|Comedy,2008,1
63876,Milk,Drama,2007,3
63992,Twilight,Drama|Fantasy|Romance|Thriller,2007,10
64030,Transporter 3,Action|Adventure|Crime|Thriller,2007,7
64032,Four Christmases,Comedy,2008,2
64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",Drama|War,2008,9
64114,Fireproof,Drama|Romance,2007,7
64116,Igor,Animation|Comedy,2008,2
64197,Hunger,Drama,2008,9
64229,Cadillac Records,Drama|Musical,2007,2
64285,Wallace and Gromit in 'A Matter of Loaf and Death',Animation|Comedy,2007,6
64497,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller|IMAX,2007,2
64499,Che: Part One,Drama|War,2007,2
64501,Che: Part Two,Drama|War,2007,3
64508,Starship Troopers 3: Marauder,Action|Sci-Fi|War,2008,5
64575,Doubt,Drama|Mystery,2008,9
64614,Gran Torino,Crime|Drama,2008,7
64620,Frost/Nixon,Drama,2007,9
64622,"Reader, The",Drama|Romance,2008,4
64701,I've Loved You So Long (Il y a longtemps que je t'aime),Drama|Mystery,2007,2
64716,Seven Pounds,Drama,2007,3
64839,"Wrestler, The",Drama,2008,7
64957,"Curious Case of Benjamin Button, The",Drama|Fantasy|Mystery|Romance,2008,3
64969,Yes Man,Comedy,2007,2
64983,Valkyrie,Drama|Thriller|War,2007,4
65088,Bedtime Stories,Adventure|Children|Comedy,2007,1
65126,Choke,Comedy|Drama,2007,8
65130,Revolutionary Road,Drama|Romance,2008,7
65188,Dear Zachary: A Letter to a Son About His Father,Documentary,2008,9
65193,Wild Child,Drama|Romance,2008,3
